,index,Escola,UF,Município,Endereço
13420,86663,GRUPO ESCOLAR PROF ALMIR PUBLIO DE CASTRO,BA,Caetité,"FAZENDA CURRAL VELHO, S-N 46400-000 Caetité - BA."
13421,86664,ESCOLA MUNICIPAL FAUSTINO JOSE DOS SANTOS,BA,Wenceslau Guimarães,"POVOADO DE NOVA ESPERANCA, SN PREDIO PROPRIO. ZONA RURAL. 45460-000 Wenceslau Guimarães - BA."
13422,86665,ESCOLA COMUNITARIA NOVA GERACAO,BA,Santaluz,"POVOADO DE ANTONIO CONSELHEIRO, 48880-000 Santaluz - BA."
13423,86666,ESCOLINHA MUNICIPAL COLIBRI,BA,Ibicoara,"RUA ADELVIRO AZEVEDO COSTA, 143 PREDIO. CENTRO. 46760-000 Ibicoara - BA."
13424,86667,ESCOLA MUNICIPAL MARIA DIAS DE ALMEIDA,BA,Wenceslau Guimarães,"REGIAO DA CACHOEIRA LISA, S/N ZONA RURAL. 45460-000 Wenceslau Guimarães - BA."
13425,86668,ESCOLA MUNICIPAL HELENA FERREIRA,BA,Wenceslau Guimarães,"DARAMAO - ALTO ALEGRE, SN ZONA RURAL. 45460-000 Wenceslau Guimarães - BA."
13426,86669,ESCOLINHA FAVO DE MEL,BA,Ibicoara,"ADELIO PROENCA DANTAS, S/N CASA. CASCAVEL. 46760-000 Ibicoara - BA."
13427,86670,ESCOLA MUNICIPAL P A DOMICIO FERREIRA,BA,Wenceslau Guimarães,"REGIAO NOVA ESPERANCA, S/N PRODIO ESCOLAR. ZONA RURAL. 45460-000 Wenceslau Guimarães - BA."
13428,86671,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SORRISO INFANTIL,BA,Ibotirama,"TRAVESSA BOQUIRA, SN ESCOLA. IBOTIRAMINHA. 47520-000 Ibotirama - BA."
13429,86672,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MAE DEJANIRA,BA,Ibotirama,"CAMINHO 6, SN PREDIO. SAO FRANCISCO. 47520-000 Ibotirama - BA."
13430,86673,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MONTEIRO LOBATO,BA,Ibotirama,"RUA TEIXEIRA LOTT, SN PREDIO. ALTO DO FUNDAO. 47520-000 Ibotirama - BA."
13431,86674,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL SAO JORGE II,BA,Taperoá,"MARIMBU, 45430-000 Taperoá - BA."
13432,86675,EE - COLEGIO ESTADUAL INDIGENA MARECHAL RONDON - ASSENTAMENTO TERRA INDIGENA TUXA,BA,Ibotirama,"POV. ASSENTAMENTO TERRA INDIGENA TUXA, 00009 ASSENTAMENTO TERRA INDIGENA TUXA. 47520-970 Ibotirama - BA."
13433,86676,ESCOLA BOA ESPERANCA,BA,Taperoá,"BOA ESPERANCA, 45430-000 Taperoá - BA."
13434,86677,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL MARTINHO DIAS MIRANDA,BA,Taperoá,"LARANJEIRA, 45430-000 Taperoá - BA."
13435,86678,ESCOLA MUNICIPAL CAROLINA DOMINGUES,BA,Jacaraci,"FAZENDA VENTURA, ZONA RURAL. 46310-000 Jacaraci - BA."
13436,86679,ESCOLA REINO DA CRIANCA,BA,Queimadas,"PRACA JOVINO LOPES, 48860-000 Queimadas - BA."
13437,86680,ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL MIGUEL ARCANJO SANTOS,BA,Taperoá,"MIGUEL ARCANJO, 45430-000 Taperoá - BA."
13438,86681,ESCOLA MOISES XAVIER DE BARROS,BA,Maetinga,"FAZENDA JATOBA, 46255-000 Maetinga - BA."
13439,86682,ESCOLA MUN DA FAZ QUEIMADA DO MOLEQUE,BA,Quijingue,"FAZ QUEIMADA DO MOLEQUE, 48830-000 Quijingue - BA."
13440,86683,ESCOLA MUNICIPAL BOA ESPERANCA,BA,Igrapiúna,"REGIAO DA JACUBA, S/N CASA. ZONA RURAL. 45443-000 Igrapiúna - BA."
13441,86684,ESCOLA MUNICIPAL DA FAZENDA POCO DO CAVALO,BA,Quijingue,"FAZENDA POCO DO CAVALO, SN PREDIO. ZONA RURAL. 48830-000 Quijingue - BA."
13442,86685,ESCOLA MUNICIPAL IRMA DULCE,BA,Igrapiúna,"FAZENDA MAMAO, PREDIO. ZONA RURAL. 45443-000 Igrapiúna - BA."
13443,86686,ESCOLA MUNICIPAL DA FAZENDA BOQUEIRAO,BA,Quijingue,"FAZENDA BOQUEIRAO, S/N ZONA RURAL. 48830-000 Quijingue - BA."
13444,86687,ESCOLA MUNICIPAL SANTA LUZIA,BA,Igrapiúna,"FAZENDA FE EM DEUS, S/N PREDIO. ZONA RURAL. 45443-000 Igrapiúna - BA."
13445,86688,ESCOLA MUNICIPAL PRIMEIRO DE MAIO,BA,Igrapiúna,"REGIAO DO TANQUE NOVO, S/N CASA. ZONA RURAL. 45443-000 Igrapiúna - BA."
13446,86689,ESCOLA CECILIA MEIRELES,BA,Maetinga,"FZEND A ESBAARACDORA, 46255-000 Maetinga - BA."
13447,86690,ESCOLA MAXIMINIO MOURA SANTOS,BA,Maetinga,"FAZENDA ESPINHO, 46255-000 Maetinga - BA."
13448,86691,ESCOLA MUNICIPAL DUQUE DE CAXIAS,BA,Biritinga,"FAZENDA ZUADOR, S/N PREDIO ESCOLAR. ZONA RURAL. 48780-000 Biritinga - BA."
13449,86692,ESCOLA ERICO VERISSIMO,BA,Maetinga,"FAZENDA MUNDO NOVO, ZONA RURAL. 46255-000 Maetinga - BA."
13450,86693,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL TIA DENINHA,BA,Piripá,"FAZENDA MORRINHOS, SN ZONA RURAL. 46270-000 Piripá - BA."
13451,86694,ESCOLA MUNICIPAL CASTRO ALVES,BA,Igrapiúna,"LCOALIDADE DO PAU D OLEO, S/N PREDIO. ZONA RURAL. 45443-000 Igrapiúna - BA."
13452,86695,ESCOLA HORACIO CORREIA,BA,Maetinga,"FAZENDA PAU DE COLHER, 46255-000 Maetinga - BA."
13453,86696,ESCOLA MUNICIPAL AMALITA LACERDA,BA,Presidente Tancredo Neves,"PITIA, SN CASA. ZONA RURAL. 45416-000 Presidente Tancredo Neves - BA."
13454,86697,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TIA DENINHA,BA,Piripá,"PRACA PADRE LADISLAU KLENER, 596 CENTRO. 46270-000 Piripá - BA."
13455,86698,ESCOLA MUNICIPAL CORACAO DE JESUS,BA,Igrapiúna,"REGIAO DO ORICOZINHO, CASA. ZONA RURAL. 45443-000 Igrapiúna - BA."
13456,86699,COLEGIO MUNICIPAL FENELON RAMOS PINTO,BA,Igrapiúna,"AVENIDA GEOVANE DE ALMEIDA DOCIO, S/N PREDIO. GEOAVANE DE ALMEIDA DOCIO. 45443-000 Igrapiúna - BA."
13457,86700,MUNICIPAL PAULO FREIRE,BA,Presidente Jânio Quadros,"POVOADO DE LAGOA DA VOLTA, 46250-000 Presidente Jânio Quadros - BA."
13458,86701,ESCOLA TOME DE SOUZA,BA,Maetinga,"FAZENDA PIABAS, 46255-000 Maetinga - BA."
13459,86702,ESCOLA MUNICIPAL BOM JESUS,BA,Igrapiúna,"REGIAO DA GANCHA, S/N CASA. ZONA RURAL. 45443-000 Igrapiúna - BA."
13460,86703,ESCOLA MUNICIPAL ULISSES GUIMARAES,BA,Igrapiúna,"COMUNIDADE DO VALE DO RIACHAO, ZONA RURAL. 45443-000 Igrapiúna - BA."
13461,86704,ESCOLA MUNICIPAL ANA SANTOS,BA,Igrapiúna,"REGIAO DO BOM PASTOR, S/N CASA. ZONA RURAL. 45443-000 Igrapiúna - BA."
13462,86705,MUNICIPAL VEREADOR ROCHAEL VIEIRA ROCHA,BA,Presidente Jânio Quadros,"FAZENDA CABANO, MEIO RURAL. 46250-000 Presidente Jânio Quadros - BA."
13463,86706,ESCOLA MUNICIPAL PRIMEIRO DE MAIO,BA,Presidente Tancredo Neves,"SERRA DO SAL, SN CASA. ZONA RURAL. 45416-000 Presidente Tancredo Neves - BA."
13464,86707,ESCOLA PAULO SOUTO,BA,Presidente Jânio Quadros,"FAZENDA MORRO DO SIMPLICIO, ZONA RURAL. 46250-000 Presidente Jânio Quadros - BA."
13465,86708,ESCOLA MUNICIPAL SANTA RITA,BA,Presidente Tancredo Neves,"CAMPO DA AVIACAO, SN CASA. ZONA RURAL. 45416-000 Presidente Tancredo Neves - BA."
13466,86709,ESC MUNICIPAL SANTA CLARA,BA,Presidente Jânio Quadros,"FAZENDA MERGULHAO, 46250-000 Presidente Jânio Quadros - BA."
13467,86710,ESCOLA MUNICIPAL MUCUGE,BA,Wenceslau Guimarães,"REGIAO DO MUCUGE, SN PREDIO PROPRIO. ZONA RURAL. 45460-000 Wenceslau Guimarães - BA."
13468,86711,CENTRO EDUCACIONAL MUN PRES JOSE SARNEY,BA,Cordeiros,"AVENIDA JACINTO BRAZ, POVOADO DE ALVORADA, S/N PREDIO. ZONA RURAL. 46280-000 Cordeiros - BA."
13469,86712,MUNICIPAL ADENOR JOSE DIAS,BA,Presidente Jânio Quadros,"FAZENDA DUAS LAGOAS, ZONA RURAL. 46250-000 Presidente Jânio Quadros - BA."
13470,86713,ESCOLA SANTA ANA,BA,Itacaré,"FAZENDA SANTA ANA, 45530-000 Itacaré - BA."
13471,86714,ESCOLA MUNICIPAL MARIA GUIMARAES,BA,Rio do Antônio,"RUA OTAVIANO RAMOS, S/N PREDIO. CENTRO. 46225-000 Rio do Antônio - BA."
13472,86715,ESCOLA DE 1º GRAU DR SINVAL PALMEIRA,BA,Itapetinga,"RUA JOAQUIM MARTINS PEREIRA, S/N VILA RIACHAO. 45700-000 Itapetinga - BA."
13473,86716,ESCOLA MUNICIPAL JOILSON DE JESUS,BA,Valença,"PORTO DA IMBIRA, BOLIVIA. 45400-000 Valença - BA."
13474,86717,ESCOLA MUNICIPAL GALDINO JESUS DOS SANTOS,BA,Valença,"LOTEAMENTO JAQUEIRA, ZONA RURAL - MARICOABO. 45400-000 Valença - BA."
13475,86718,ESCOLA MUNICIPAL JUDITH GARCIA,BA,Itapetinga,"FAZENDA CORDILHEIRA, SN CASA. ZONA L. 45700-000 Itapetinga - BA."
13476,86719,ESCOLA MUNICIPAL SANTOS PINHEIRO,BA,Ibirapitanga,"FAZENDA BAIXA DO VENTO, S/N ZONA RURAL. REGIAO REVES. 45500-000 Ibirapitanga - BA."
13477,86720,ESCOLA MUNICIPAL PADRE LINO TREZZI,BA,Valença,"CONDOMINIO SALUTAR, BOLIVIA. 45400-000 Valença - BA."
13478,86721,ESCOLA ANA MARIA FERNANDES,BA,Itapetinga,"FAZENDA AREADA, SN CASA. ZONA RURAL. 45700-000 Itapetinga - BA."
13479,86722,ESCOLA MUNICIPAL ENOE DOREA,BA,Ibirapitanga,"FAZENDA PALMEIRINHA, S/N ZONA RURAL. REGIAO CAJAZEIRAS. 45500-000 Ibirapitanga - BA."
13480,86723,ESCOLA MUNICIPAL NOVA TRAVESSAO DO OROBO II,BA,Valença,"POVOADO CANTA GALO, ZONA RURAL - DERRADEIRA. 45400-000 Valença - BA."
13481,86724,ESCOLA FERNANDO SABINO,BA,Maetinga,"FAZENDA LEANDRO, 46255-000 Maetinga - BA."
13482,86725,ESCOLA MUNICIPAL ARNALDO AZEVEDO,BA,Ibirapitanga,"FAZENDA SAO JOAO, SN ZONA RURAL. REGIAO COPA 70. 45500-000 Ibirapitanga - BA."
13483,86726,ESCOLA MUNICIPAL INFANTIL PEQUENO PRINCIPE,BA,Remanso,"RUA PRESIDENTE MEDICE, 23 CENTRO. QUADRA 11. 47200-000 Remanso - BA."
13484,86727,ESCOLA MUNICIPAL ZUMBI DOS PALMARES,BA,Valença,"LOTEAMENTO SANTA LUZIA, S/N JAMBEIRO. 45400-000 Valença - BA."
13485,86728,ESCOLA TEXANA,BA,Itapetinga,"FAZENDA TEXANA, SN CASA. ZONA RURAL. 45700-000 Itapetinga - BA."
13486,86729,CRECHE CRIANCA CIDADA,BA,Pindaí,"RUA ANA ANGELICA, S/N CENTRO. 46360-000 Pindaí - BA."
13487,86730,COLEGIO MUNICIPAL BASILIO FERREIRA PRIMO,BA,Remanso,"SITIO CACIMBA DO BASILIO, 47200-000 Remanso - BA."
13488,86731,CRECHE PARAISO INFANTIL,BA,Pindaí,"RUA SAO SEBASTIAO, 23 46360-000 Pindaí - BA."
13489,86732,ESCOLA NUCLEO DR JOAO LEOPOLDO,BA,Sento Sé,"RUA DA IGREJA, 47350-000 Sento Sé - BA."
13490,86733,ESCOLA DONA DURVALINA LEAL DOS SANTOS,BA,Itapetinga,"PRACA BELA VISTA, S/N DISTRITO DE PALMARES. 45700-000 Itapetinga - BA."
13491,86734,ESCOLA MUNICIPAL 1º DE MAIO,BA,Sento Sé,"SENTO SE, 47350-000 Sento Sé - BA."
13492,86735,CRECHE CASULO PROFESSORA MIRALVA EVANGELISTA,BA,Iguaí,"PRACA MANOEL NOVAES, S/N CENTRO. 45280-000 Iguaí - BA."
13493,86736,ESC GRACINDO JOSE DOS SANTOS,BA,Nilo Peçanha,"FAZENDA SAO MATEUS, SN ZONA RURAL. 45440-000 Nilo Peçanha - BA."
13494,86737,GRUPO ESCOLAR WILSON LINS,BA,Remanso,"LAGOA DO BARRO DO JANUARIO, 47200-000 Remanso - BA."
13495,86738,SALA AVANCADA ARCENIO JOSE DE ALENCAR,BA,Sento Sé,"POVOADO DE ALEGRE, 47350-000 Sento Sé - BA."
13496,86739,ESCOLA LEONIDIA PALMEIRA GUIMARAES,BA,Nilo Peçanha,"FAZENDA CAVAQUINHO, SN ZONA RURAL. 45440-000 Nilo Peçanha - BA."
13497,86740,SALA AVANCADA FAZENDA BEBEDOURO,BA,Sento Sé,"GAUCHO, 47350-000 Sento Sé - BA."
13498,86741,ESCOLA MUNICIPAL INFANTIL TIA ANASTACIA,BA,Remanso,"AVENIDA THEODULO DE ALBUQUERQUE, 525 CASA. QUADRA 2. 47200-000 Remanso - BA."
13499,86742,ESC MANOEL ANTONIO DOS SANTOS,BA,Nilo Peçanha,"ZONA RURAL, SN 45440-000 Nilo Peçanha - BA."
13500,86743,ESCOLA MUNICIPAL INFANTIL SAO FRANCISCO,BA,Remanso,"AVENIDA 15 DE NOVEMBRO, 138 CASA. QUADRA 12. 47200-000 Remanso - BA."
13501,86744,CENTRO EDUCACIONAL DE IGUAI,BA,Iguaí,"RUA MARIA ROCHA SANTOS, SN DR TINHO. 45280-000 Iguaí - BA."
13502,86745,GRUPO ESCOLAR SAO MARCOS,BA,Remanso,"RUASALINA DO BREJO, CENTRO. 47200-000 Remanso - BA."
13503,86746,ESC SANTO ANTONIO,BA,Nilo Peçanha,"FAZENDA BOA VISTA, SN ZONA RURAL. 45440-000 Nilo Peçanha - BA."
13504,86747,ESC VALDEMAR DE JESUS SANTOS,BA,Nilo Peçanha,"FAZENDA ESTRELA, SN ZONA RURAL. 45440-000 Nilo Peçanha - BA."
13505,86748,GRUPO ESCOLAR LICURGO PAMPLONA,BA,Remanso,"SITIO TELHEIRO, 47200-000 Remanso - BA."
13506,86749,ESC MUNIC FRANCISCO RODRIGUES DA GAMA,BA,Sento Sé,"AMANIU, 47350-000 Sento Sé - BA."
13507,86750,IFBA - CAMPUS VALENCA TENTO,BA,Valença,"RUA VEREADOR ROMEU AGRARIO MARTINS, SN ANTIGO CEFET. TENTO. 45400-000 Valença - BA."
13508,86751,ASSOCIACAO SAO JOSE DE REMANSO,BA,Remanso,"RUA PARAIBA, 02 PREDIO. QUADRA 02. 47200-000 Remanso - BA."
13509,86752,ESC EMILIA FERREIRO,BA,Nilo Peçanha,"ZONA RURAL, 45440-000 Nilo Peçanha - BA."
13510,86753,ESCOLA MUNICIPAL LICIA MARIA PIRES,BA,Remanso,"RUAAROEIRA, CENTRO. 47200-000 Remanso - BA."
13511,86754,ESCOLA MUNICIPAL SAO LUCAS,BA,Remanso,"PIEDADE DE BAIXO, 47200-000 Remanso - BA."
13512,86755,GRUPO ESCOLAR JOSE BATISTA FERREIRA DA SILVA,BA,Remanso,"RUACANTINHO, CENTRO. 47200-000 Remanso - BA."
13513,86756,SALA AVANCADA PAULO JACKSON,BA,Sento Sé,"POVOADO DE INCRA/POCAO, 47350-000 Sento Sé - BA."
13514,86757,ESCOLA MUNICIPAL PARAISO DA CRIANCA,BA,Sento Sé,"PIRI, 47350-000 Sento Sé - BA."
13515,86758,ESCOLA MUNICIPAL IRMA DULCE,BA,Remanso,"RUALAGOA DO TAMBURIL, CENTRO. 47200-000 Remanso - BA."
13516,86759,ESCOLA DOMINGOS MUCUGE,BA,Piraí do Norte,"RUA JOSEFINA SALES CHE, CASA. ACELINO MAMEDIO. 45436-000 Piraí do Norte - BA."
13517,86760,ESCOLA MUNICIPAL AURELIANO JORGE,BA,Remanso,"CALDEIRAO DO MORRO, 47200-000 Remanso - BA."
13518,86761,ESCOLA MUNICIPAL RUI BARBOSA,BA,Mulungu do Morro,"POVOADO DE LAGOA PRETA, SN PREDIO ESCOLAR. POVOADO. 44885-000 Mulungu do Morro - BA."
13519,86762,ESCOLA MUNICIPAL JOIA,BA,Barra do Rocha,"FAZENDA JOIA, 45560-000 Barra do Rocha - BA."
13520,86763,ESCOLA SANTA ISABEL,BA,Barra do Rocha,"FAZENDA SANTA ISABEL, 45560-000 Barra do Rocha - BA."
13521,86764,ESCOLA SAO ROQUE,BA,Piraí do Norte,"FAZENDA OITEIRO, 45436-000 Piraí do Norte - BA."
13522,86765,SALA AVANCADA VERADOR JOSE CUSTODIO PACHECO,BA,Sento Sé,"MONTE SANTO, 47350-000 Sento Sé - BA."
13523,86766,ESCOLA MUL LUIS MARTINS,BA,Santana,"CENTRO, 47700-000 Santana - BA."
13524,86767,CENTRO EDUCACIONAL MINISTRO SIMOES FILHO,BA,Jequié,"AVENIDA TOTE LOMANTO, SN JOAQUIM ROMAO. 45205-301 Jequié - BA."
13525,86768,ESCOLA DEPUTADO OSVALDO SOUZA,BA,Piraí do Norte,"BABILONIA, 45436-000 Piraí do Norte - BA."
13526,86769,ESCOLA MUNICIPAL DOUTOR JOEL COELHO SA,BA,Jequié,"AVENIDA ANTONIO TOURINHO, SN JEQUIEZINHO. 45208-553 Jequié - BA."
13527,86770,ESC MUN JOSE FLORENCIO PEREIRA,BA,Santana,"CENTRO, 47700-000 Santana - BA."
13528,86771,ESCOLA CASTRO ALVES,BA,Piraí do Norte,"LAMARAO, 45436-000 Piraí do Norte - BA."
13529,86772,ESCOLA EUCLIDES RIBEIRO SANTOS,BA,Itagi,"FAZENDA PASSAGEM DA ONCA, 45230-000 Itagi - BA."
13530,86773,CENTRO EDUCACIONAL SENADOR JOAO CALMON,BA,Jequié,"RUA JOSE BARROS MEIRA, SN MANDACARU. 45210-012 Jequié - BA."
13531,86774,ESCOLA ERICO ALVES DE SA,BA,Mirante,"FAZENDA QUEIMADA GRANDE, 45255-000 Mirante - BA."
13532,86775,CRECHE PROFESSOR ALAOR COUTINHO,BA,Jequié,"RUA FLORESTAL, JEQUIEZINHO. 45200-110 Jequié - BA."
13533,86776,SALA AVANCADA SOCRATES PALHADO AMARAL,BA,Sento Sé,"POVOADO DE ITAPICURU, 47350-000 Sento Sé - BA."
13534,86777,ESCOLA MUL DEUS DARA,BA,Piraí do Norte,"REGIAO ANDARAI CACHOEIRA ALTA, 45436-000 Piraí do Norte - BA."
13535,86778,CRECHE SANTA TEREZA,BA,Jequié,"RUA FLORESTAL, PREDIO. JOAQUIM ROMO. 45200-110 Jequié - BA."
13536,86779,CENTRO EDUCACIONAL DEPUTADO THEODULO ALBUQUERQUE,BA,Sento Sé,"AREA DE LAZER, 47350-000 Sento Sé - BA."
13537,86780,ESCOLA MANUEL DIAS DA SILVA,BA,Casa Nova,"CAMPO DOS CAVALOS, ACUDE DE PEDRA. 47300-000 Casa Nova - BA."
13538,86781,ESCOLA SONHO DE CRIANCA,BA,Piraí do Norte,"TARARANGA, 45436-000 Piraí do Norte - BA."
13539,86782,ESCOLA MUNICIPAL ESMERALDO MEIRA,BA,Mirante,"FAZENDA ESPIRITO SANTO, 45255-000 Mirante - BA."
13540,86783,ESCOLA SAO MIGUEL,BA,Piraí do Norte,"FAZ JULIANA, SN CASA. SN. 45436-000 Piraí do Norte - BA."
13541,86784,ESCOLA SAO PEDRO,BA,Casa Nova,"SALINA DA BRINCA, ACUDE DE PEDRA. 47300-000 Casa Nova - BA."
13542,86785,ESCOLA MUNICIPAL SAO JORGE,BA,Jequié,"RUA FLORESTAL, BAIXO. 45200-110 Jequié - BA."
13543,86786,ESCOLA MUNICIPAL SANTA ROSA,BA,Teolândia,"FAZENDA SANTO ANTONIO - BEIRA DO RIO, 45465-000 Teolândia - BA."
13544,86787,SALA AVANCADA FRANCISCO ALVES DOS SANTOS,BA,Sento Sé,"FAZ DOIS IRMAOS, 47350-000 Sento Sé - BA."
13545,86788,ESCOLA FRANCISCO DA ROCHA,BA,Casa Nova,"RIACHO GRANDE, JUNCO. 47300-000 Casa Nova - BA."
13546,86789,SALA AVANCADA LAURENTINO DOS SANTOS,BA,Sento Sé,"POVOADO DE FARTURA, 47350-000 Sento Sé - BA."
13547,86790,ESCOLA SANTO ANTONIO,BA,Cairu,"POVOADO DE MONTE ALEGRE, S/N RUA DIRETA PRINCIPAL. 45420-000 Cairu - BA."
13548,86791,ESCOLA CLODOALDO SANTOS CASTRO,BA,Casa Nova,"LAGOA COMPRIDA, PAU A PIQUE. 47300-000 Casa Nova - BA."
13549,86792,ESCOLA MUNICIPAL PASTOR PAULO JOSE DA SILVA JUNIOR,BA,Ipiaú,"RUA EDVALDO SANTIAGO, 142 PREDIO. DEMOCRACIA. 45570-000 Ipiaú - BA."
13550,86793,ESC MUN POCO DO ANGICO,BA,Sento Sé,"PICARRAO, 47350-000 Sento Sé - BA."
13551,86794,CENTRO DE ESTUDOS E TRABALHO ANTONIO LISBOA NOGUEIRA,BA,Ipiaú,"ROD. IPIAU X IBIRATAIA, S/N KM 0. 45570-000 Ipiaú - BA."
13552,86795,ESC MUN PROF SOLON ALVES XAVIER DE SOUZA,BA,Casa Nova,"QUADRA X, TOPOL. 47300-000 Casa Nova - BA."
13553,86796,MANOEL BARRETO LEAO,BA,Nova Ibiá,"FAZENDA SAO RAFAEL, S/N FAZENDA. REGIAO DOIS OITIS. 45452-000 Nova Ibiá - BA."
13554,86797,SALA AVANCADA JOAO CEZARIO PACHECO,BA,Sento Sé,"AV JOAO DURVAL CARNEIRO, S/N 47350-000 Sento Sé - BA."
13555,86798,ESCOLA JOAO JOSE DE JESUS,BA,Nova Ibiá,"FAZENDA APIARIO, S/N FAZENDA. REGIAO BARRO PRETO. 45452-000 Nova Ibiá - BA."
13556,86799,ESCOLA MUNICIPAL JOSE DIAS DA SILVA,BA,Casa Nova,"RANCHO ALEGRE, LAGOA DO ALEGRE. 47300-000 Casa Nova - BA."
13557,86800,ESCOLA MUNICIPAL EDVALDO SANTIAGO,BA,Ipiaú,"RUA JOAO PEREIRA SANTOS, 364 CONJ. HAB. ACM. CONCEICAO. 45570-000 Ipiaú - BA."
13558,86801,COLEGIO MUNICIPAL ISMENIA MOURA DE CARVALHO,BA,Nova Ibiá,"JOAO LIBANIO DA SILVA, 145 CASA. ROSALINA MOURA. 45452-000 Nova Ibiá - BA."
13559,86802,ESCOLA SILVERIO SILVESTE BARROS,BA,Apuarema,"MUQUEM, 45355-000 Apuarema - BA."
13560,86803,ESCOLA MUNICIPAL DE BARRO ALTO,BA,Barro Alto,"PRACA DOS ESTUDANTES, 209 PREDIO ESCOLAR. CENTRO. 44895-000 Barro Alto - BA."
13561,86804,COLEGIO MUNICIPAL MARCIANO ANTONIO BATISTA,BA,Riacho de Santana,"ZONA RURAL, POVOADO DE VESPERINA. 46470-000 Riacho de Santana - BA."
13562,86805,ESCOLA MUN EULALIA DOS PASSOS CASTRO,BA,Casa Nova,"QUADRA B, 05 TOPOL. 47300-000 Casa Nova - BA."
13563,86806,ESCOLA MUNICIPAL VICENTE BISPO DE OLIVEIRA,BA,Boa Nova,"FAZENDA SAO JOAO, 45250-000 Boa Nova - BA."
13564,86807,COLEGIO MUNICIPAL EDIZIO MENDONCA,BA,Barra do Mendes,"POVOADO DE CANARINA, S/N CASA. ZONA RURAL. 44990-000 Barra do Mendes - BA."
13565,86808,COLEGIO MUNICIPAL JOAQUIM ALVES DE SOUSA,BA,Barra do Mendes,"POVOADO DE LAGOA DO PEIXE, SN POVOADO. 44990-000 Barra do Mendes - BA."
13566,86809,ESCOLA MUNICIPAL ADROALDO CERQUEIRA DE MORAES,BA,Boa Nova,"FAZENDA VAZANTE, 45250-000 Boa Nova - BA."
13567,86810,ESCOLA MUNICIPAL HONORINA TOLEDO DA SILVA,BA,Boa Nova,"FAZENDA SAO DOMINGOS, 45250-000 Boa Nova - BA."
13568,86811,COLEGIO MUNICIPAL DR MANOEL GABRIEL DOS SANTOS,BA,Barra do Mendes,"POVOADO DE CAPIM DURO, SN CASA. ZONA RURAL. 44990-000 Barra do Mendes - BA."
13569,86812,ESCOLA SAO JOSE,BA,Itaguaçu da Bahia,"POVOADO DE MAQUINE, 47440-000 Itaguaçu da Bahia - BA."
13570,86813,ESCOLA MARIA DINORAH GOES E SILVA,BA,Gandu,"RUA 28 DE JULHO, S/N CENTRO. 45450-000 Gandu - BA."
13571,86814,AMADEO BISPO DA SILVA,BA,Itaguaçu da Bahia,"POVOADO SAO DOMINGOS, PREDIO. 47440-000 Itaguaçu da Bahia - BA."
13572,86815,ESCOLA RUY BARBOSA,BA,Itaguaçu da Bahia,"POVOADO PAU D ARCO, 47440-000 Itaguaçu da Bahia - BA."
13573,86816,ESCOLA MUNICIPAL BRINQUEDOTECA VOVO GEL,BA,Gandu,"RUA BELMIRO FIGUEREDO DE ALMEIDA, S/N CASA. PARQUE TURISTICO DE GANDU. 45450-000 Gandu - BA."
13574,86817,ESCOLA MUNICIPAL PROFESSORA CERES LIBANIO,BA,Gandu,"RUA REINAN BALLEIRO, 116 CASA. EMILIA COSTA. 45450-000 Gandu - BA."
13575,86818,ESC MUNICIPAL PROFESSORA LAURA AVELINA DE ARAUJO,BA,Correntina,"FAZENDA LIMOEIRO, 47650-000 Correntina - BA."
13576,86819,MUNICIPAL DE MANGARATIBA,BA,São Gabriel,"POVOADO DE MANGARATIBA, S/N PREDIO. POVOADO. 44915-000 São Gabriel - BA."
13577,86820,ESCOLA MUN DE PAU A PIQUE,BA,Casa Nova,"PAU A PIQUE, PAU A PIQUE. 47300-000 Casa Nova - BA."
13578,86821,ESCOLA MUNICIPAL CHAPEUZINHO VERMELHO,BA,Correntina,"BREJO VERDE DE CIMA, 47650-000 Correntina - BA."
13579,86822,ESCOLA SANTA ANA,BA,Casa Nova,"LAGO, LAGO. 47300-000 Casa Nova - BA."
13580,86823,ESCOLA MUNICIPAL SAO SEBASTIAO,BA,Iramaia,"CENTRO, 46770-000 Iramaia - BA."
13581,86824,MANOEL AUGUSTO DOURADO,BA,Lapão,"RUA GUSTAVO DOURADO, S/N PREDIO. DISTRITO DE BELO CAMPO. 44905-000 Lapão - BA."
13582,86825,ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO,BA,Correntina,"RUA CHACARA, 445, 445 47650-000 Correntina - BA."
13583,86826,ESCOLA MUNICIPAL JOSE MARIA FERREIRA,BA,Seabra,"POVOADO SUMIDOURO, 46900-000 Seabra - BA."
13584,86827,ESCOLA MUNICIPAL SANTA CRUZ - ALTO DA SANTA CRUZ,BA,Xique-Xique,"ALTO DA SANTA CRUZ, 47400-000 Xique-Xique - BA."
13585,86828,ESCOLA AMASILIA NUNES DA SILVA - ROCADO RIO VERDE,BA,Xique-Xique,"ROCADO, 47400-000 Xique-Xique - BA."
